"","ABSTRACT","ADDRESS","AUTHOR","BIBTEXKEY","BOOKTITLE","CATEGORY","CHAPTER","DOI","EDITOR","ISSN","JOURNAL","NUMBER","OPTKEYWORDS","OPTKEYWORDS.1","OPTNOTE","OPTURL","PAGES","PUBLISHER","SERIES","TITLE","VOLUME","YEAR","AUTHOR_1","AUTHOR_2","AUTHOR_3","AUTHOR_4","AUTHOR_5","AUTHOR_6","AUTHOR_7","AUTHOR_8","AUTHOR_9","AUTHOR_10","AUTHOR_11","AUTHOR_12","AUTHOR_13","AUTHOR_14","AUTHOR_15","AUTHOR_16","AUTHOR_17","AUTHOR_18","AUTHOR_19","AUTHOR_20","AUTHOR_21","AUTHOR_22","AUTHOR_23","AUTHOR_24","AUTHOR_25","AUTHOR_26","AUTHOR_27","AUTHOR_28","AUTHOR_29","AUTHOR_30","AUTHOR_31","AUTHOR_32","AUTHOR_33","AUTHOR_34","AUTHOR_35","AUTHOR_36","AUTHOR_37","AUTHOR_38","AUTHOR_39","AUTHOR_40","AUTHOR_41","AUTHOR_42","AUTHOR_43","AUTHOR_44","AUTHOR_45","AUTHOR_46","AUTHOR_47","AUTHOR_48","AUTHOR_49","AUTHOR_50","AUTHOR_51","AUTHOR_52","AUTHOR_53","AUTHOR_54","AUTHOR_55","AUTHOR_56","AUTHOR_57","AUTHOR_58","AUTHOR_59","AUTHOR_60","AUTHOR_61","AUTHOR_62","AUTHOR_63","AUTHOR_64"
"28",NA,NA,"Barbot, S. and  Fialko, Y. and  Bock, Y.","Barbot_etal2009",NA,"ARTICLE",NA,"10.1029/2008JB005748",NA,"0148-0227","Journal of Geophysical Research","B7","RELAX",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=828), last updated on Fri, 15 Apr 2016 13:06:58 -0700","http://doi.wiley.com/10.1029/2008JB005748",NA,NA,NA,"Postseismic deformation due to the\textit{M}$_{\textit{w}}$6.0 2004 Parkfield earthquake: Stress-driven creep on a fault with spatially variable rate-and-state friction parameters","114","2009","Barbot, S."," Fialko, Y."," Bock, Y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,"Barri{\`e}re, Julien and  Bordes, Clarisse and  Brito, Daniel and  S{\'e}n{\'e}chal, Pascale and  Perroud, Herv{\'e","Barriere_etal2012",NA,"ARTICLE",NA,"10.1111/j.1365-246X.2012.05691.x",NA,NA,"Geophysical Journal International","3","SPECFEM2D",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=575), last updated on Thu, 07 Apr 2016 17:42:37 -0700",NA,"1152--1170",NA,NA,"Laboratory monitoring of P waves in partially saturated sand","191","2012","Barri{\`e}re, Julien"," Bordes, Clarisse"," Brito, Daniel"," S{\'e}n{\'e}chal, Pascale"," Perroud, Herv{\'e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,"Basini, P. and  Nissen-Meyer, T. and  Boschi, L. and  Casarotti, E. and  Verbeke, J. and  Schenk, O. and  Giardini, D.","Basini_etal2013",NA,"ARTICLE",NA,"10.1002/ggge.20081",NA,"1525-2027","Geochemistry, Geophysics, Geosystems","5","SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=613), last updated on Fri, 15 Apr 2016 12:53:52 -0700","http://doi.wiley.com/10.1002/ggge.20081","1471--1492",NA,NA,"The influence of nonuniform ambient noise on crustal tomography in Europe: NONUNIFORM NOISE SOURCES IN EUROPE","14","2013","Basini, P."," Nissen-Meyer, T."," Boschi, L."," Casarotti, E."," Verbeke, J."," Schenk, O."," Giardini, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,"New York, NY, USA","Bautista-Gomez, L. and  Tsuboi, S. and  Komatitsch, D. and  Cappello, F. and  Maruyama, N. and  Matsuoka, S.","Bautista-Gomez_etal2011","Proceedings of 2011 International Conference for High Performance Computing, Networking, Storage and Analysis","INPROCEEDINGS",NA,"10.1145/2063384.2063427",NA,"978-1-4503-0771-0",NA,NA,"SPECFEM3D GLOBE",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=565), last updated on Mon, 04 Apr 2016 13:58:13 -0700","http://doi.acm.org/10.1145/2063384.2063427","32-1","Acm","Sc {\^a}11","FTI: High Performance Fault Tolerance Interface for Hybrid Systems",NA,"2011","Bautista-Gomez, L."," Tsuboi, S."," Komatitsch, D."," Cappello, F."," Maruyama, N."," Matsuoka, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,"Becker, T. and  Schultepelkum, V. and  Blackman, D. and  Kellogg, J. and  Oconnell, R.","Becker_etal2006",NA,"ARTICLE",NA,"10.1016/j.epsl.2006.05.010",NA,"0012821X","Earth and Planetary Science Letters","3-4","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=659), last updated on Fri, 15 Apr 2016 12:56:47 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0012821X06003499","235--251",NA,NA,"Mantle flow under the western United States from shear wave splitting","247","2006","Becker, T."," Schultepelkum, V."," Blackman, D."," Kellogg, J."," Oconnell, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,"Becker, T. W.","Becker2008",NA,"ARTICLE",NA,"10.1029/2007GL032928",NA,"0094-8276","Geophysical Research Letters","5","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=811), last updated on Fri, 15 Apr 2016 13:06:08 -0700","http://doi.wiley.com/10.1029/2007GL032928",NA,NA,NA,"Azimuthal seismic anisotropy constrains net rotation of the lithosphere","35","2008","Becker, T. W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,"Becker, T. W.","Becker2006",NA,"ARTICLE",NA,"10.1111/j.1365-246X.2006.03172.x",NA,"0956540X","Geophysical Journal International","2","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=987), last updated on Fri, 15 Apr 2016 13:16:09 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1111/j.1365-246X.2006.03172.x","943--957",NA,NA,"On the effect of temperature and strain-rate dependent viscosity on global mantle flow, net rotation, and plate-driving forces","167","2006","Becker, T. W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,"Becker, T. W. and  Faccenna, C.","Becker+Faccenna2011",NA,"ARTICLE",NA,"10.1016/j.epsl.2011.08.021",NA,"0012821X","Earth and Planetary Science Letters","3-4","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=675), last updated on Fri, 15 Apr 2016 12:57:43 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0012821X11004857","453--461",NA,NA,"Mantle conveyor beneath the Tethyan collisional belt","310","2011","Becker, T. W."," Faccenna, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",NA,"Berlin, Heidelberg","Becker, T. W. and  Faccenna, C.","Becker+Faccenna2009",NA,"INBOOK","A Review of the Role of Subduction Dynamics for Regional and Global Plate Motions","10.1007/978-3-540-87974-9_1","Lallemand, S. and  Funiciello, F.",NA,NA,NA,"CitcomCU","CitcomS","exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=553), last updated on Tue, 29 Mar 2016 13:48:30 -0700",NA,"3--34","Springer Berlin Heidelberg",NA,"Subduction Zone Geodynamics",NA,"2009","Becker, T. W."," Faccenna, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",NA,NA,"Becker, T. W. and  Faccenna, C. and  O{\textquoteright}Connell, R. J. and  Giardini, D.","Becker_etal1999",NA,"ARTICLE",NA,"10.1029/1999JB900140",NA,"0148-0227","Journal of Geophysical Research: Solid Earth","B7","ConMan",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=782), last updated on Fri, 15 Apr 2016 13:04:17 -0700","http://doi.wiley.com/10.1029/1999JB900140","15207--15226",NA,NA,"The development of slabs in the upper mantle: Insights from numerical and laboratory experiments","104","1999","Becker, T. W."," Faccenna, C."," O{\textquoteright}Connell, R. J."," Giardini, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",NA,NA,"Becker, T. W. and  Kustowski, B. and  Ekstr{\""o}m, G.","Becker_etal2008",NA,"ARTICLE",NA,"10.1016/j.epsl.2007.11.038",NA,"0012821X","Earth and Planetary Science Letters","1-2","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=663), last updated on Fri, 15 Apr 2016 12:56:59 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0012821X07007728","213--227",NA,NA,"Radial seismic anisotropy as a constraint for upper mantle rheology","267","2008","Becker, T. W."," Kustowski, B."," Ekstr{\""o}m, G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",NA,NA,"Beghein, C. and  Yuan, K. and  Schmerr, N. and  Xing, Z.","Beghein_etal2014",NA,"ARTICLE",NA,"10.1126/science.1246724",NA,"0036-8075","Science","6176","Mineos",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1044), last updated on Fri, 15 Apr 2016 13:19:19 -0700","http://www.sciencemag.org/cgi/doi/10.1126/science.1246724","1237--1240",NA,NA,"Changes in Seismic Anisotropy Shed Light on the Nature of the Gutenberg Discontinuity","343","2014","Beghein, C."," Yuan, K."," Schmerr, N."," Xing, Z.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",NA,NA,"Beutel, E. and  van Wijk, J. and  Ebinger, C. and  Keir, D. and  Agostini, A.","Beutel_etal2010",NA,"ARTICLE",NA,"10.1016/j.epsl.2010.02.006",NA,"0012821X","Earth and Planetary Science Letters","3-4","Gale",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=669), last updated on Fri, 15 Apr 2016 12:57:22 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0012821X10001081","225--235",NA,NA,"Formation and stability of magmatic segments in the Main Ethiopian and Afar rifts","293","2010","Beutel, E."," van Wijk, J."," Ebinger, C."," Keir, D."," Agostini, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",NA,NA,"Bharadwaj, P. and  Nissen-Meyer, T. and  Schuster, G. and  Mai, P. M.","Bharadwaj_etal2014",NA,"ARTICLE",NA,"10.1093/gji/ggt452",NA,"0956-540X","Geophysical Journal International","2","AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=947), last updated on Fri, 15 Apr 2016 13:13:53 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1093/gji/ggt452","1177--1188",NA,NA,"Enhancing core-diffracted arrivals by supervirtual interferometry","196","2014","Bharadwaj, P."," Nissen-Meyer, T."," Schuster, G."," Mai, P. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",NA,NA,"Bianco, T. A. and  Conrad, C. P. and  Smith, E. I.","Bianco_etal2011",NA,"ARTICLE",NA,"10.1029/2011JB008270",NA,"0148-0227","Journal of Geophysical Research: Solid Earth","B11","CitcomCU",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=860), last updated on Fri, 15 Apr 2016 13:08:56 -0700","http://doi.wiley.com/10.1029/2011JB008270","n/a-n/a",NA,NA,"Time dependence of intraplate volcanism caused by shear-driven upwelling of low-viscosity regions within the asthenosphere: TIME DEPENDENCE OF SDU VOLCANISM","116","2011","Bianco, T. A."," Conrad, C. P."," Smith, E. I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",NA,NA,"Billen, M. I.","Billen2010",NA,"ARTICLE",NA,"10.1016/j.pepi.2010.05.005",NA,"0031-9201","Physics of the Earth and Planetary Interiors","1-2","CitcomCU",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=744), last updated on Fri, 15 Apr 2016 13:01:52 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0031920110001160","296--308",NA,NA,"Slab dynamics in the transition zone","183","2010","Billen, M. I.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,NA,"Billen, M. I. and  Jadamec, M.","Billen+Jadamec2012",NA,"ARTICLE",NA,"10.1029/2011GC003856",NA,"1525-2027","Geochemistry, Geophysics, Geosystems","1","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=856), last updated on Fri, 15 Apr 2016 13:08:46 -0700","http://doi.wiley.com/10.1029/2011GC003856","n/a-n/a",NA,NA,"Origin of localized fast mantle flow velocity in numerical models of subduction: ORIGIN OF FAST MANTLE FLOW","13","2012","Billen, M. I."," Jadamec, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",NA,NA,"Blitz, C. and  Lognonn{\'e}, P. and  Komatitsch, D. and  Baratoux, D.","Blitz_etal2009",NA,"ARTICLE",NA,"10.1029/2008JE003229",NA,"0148-0227","Journal of Geophysical Research","E6","SPECFEM3D Cartesian",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=830), last updated on Fri, 15 Apr 2016 13:07:08 -0700","http://doi.wiley.com/10.1029/2008JE003229",NA,NA,NA,"Effects of ejecta accumulation on the crater population of asteroid 433 Eros","114","2009","Blitz, C."," Lognonn{\'e}, P."," Komatitsch, D."," Baratoux, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",NA,NA,"Bonaccorso, A. and  Currenti, G. and  Del Negro, C.","Bonaccorso_etal2013",NA,"ARTICLE",NA,"10.1016/j.jvolgeores.2012.06.002",NA,"0377-0273","Journal of Volcanology and Geothermal Research",NA,"PyLith",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=730), last updated on Fri, 15 Apr 2016 13:01:10 -0700","http://linkinghub.elsevier.com/retrieve/pii/S037702731200162X","127--136",NA,NA,"Interaction of volcano-tectonic fault with magma storage, intrusion and flank instability: A thirty years study at Mt. Etna volcano","251","2013","Bonaccorso, A."," Currenti, G."," Del Negro, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",NA,NA,"Boschi, L. and  Faccenna, C. and  Becker, T. W.","Boschi_etal2010",NA,"ARTICLE",NA,"10.1029/2010GL045001",NA,"0094-8276","Geophysical Research Letters","20","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=847), last updated on Fri, 15 Apr 2016 13:08:11 -0700","http://doi.wiley.com/10.1029/2010GL045001","n/a-n/a",NA,NA,"Mantle structure and dynamic topography in the Mediterranean Basin: MEDITERRANEAN MANTLE AND TOPOGRAPHY","37","2010","Boschi, L."," Faccenna, C."," Becker, T. W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",NA,NA,"Boue, P. and  Poli, P. and  Campillo, M. and  Pedersen, H. and  Briand, X. and  Roux, P.","Boue_etal2013",NA,"ARTICLE",NA,"10.1093/gji/ggt160",NA,"0956-540X","Geophysical Journal International","2","AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=942), last updated on Fri, 15 Apr 2016 13:13:33 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1093/gji/ggt160","844--848",NA,NA,"Teleseismic correlations of ambient seismic noise for deep global imaging of the Earth","194","2013","Boue, P."," Poli, P."," Campillo, M."," Pedersen, H."," Briand, X."," Roux, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",NA,NA,"Bou{\'e}, P. and  Poli, P. and  Campillo, M. and  Roux, P.","Boue_etal2014",NA,"ARTICLE",NA,"10.1016/j.epsl.2014.01.047",NA,"0012821X","Earth and Planetary Science Letters",NA,"AxiSEM",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=689), last updated on Fri, 15 Apr 2016 12:58:38 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0012821X14000636","137--145",NA,NA,"Reverberations, coda waves and ambient noise: Correlations at the global scale and retrieval of the deep phases","391","2014","Bou{\'e}, P."," Poli, P."," Campillo, M."," Roux, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,NA,"Bower, D. J. and  Gurnis, M. and  Jackson, J. M. and  Sturhahn, W.","Bower_etal2009",NA,"ARTICLE",NA,"10.1029/2009GL037706",NA,"0094-8276","Geophysical Research Letters","10","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=835), last updated on Fri, 15 Apr 2016 13:07:29 -0700","http://doi.wiley.com/10.1029/2009GL037706",NA,NA,NA,"Enhanced convection and fast plumes in the lower mantle induced by the spin transition in ferropericlase","36","2009","Bower, D. J."," Gurnis, M."," Jackson, J. M."," Sturhahn, W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",NA,NA,"Bower, D. J. and  Gurnis, M. and  Seton, M.","Bower_etal2013",NA,"ARTICLE",NA,"10.1029/2012GC004267",NA,"1525-2027","Geochemistry, Geophysics, Geosystems","1","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=868), last updated on Fri, 15 Apr 2016 13:09:26 -0700","http://doi.wiley.com/10.1029/2012GC004267","44--63",NA,NA,"Lower mantle structure from paleogeographically constrained dynamic Earth models: LOWER MANTLE STRUCTURE","14","2013","Bower, D. J."," Gurnis, M."," Seton, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,"Bower, D. J. and  Gurnis, M. and  Sun, D.","Bower_etal2013_2",NA,"ARTICLE",NA,"10.1016/j.pepi.2012.10.004",NA,"0031-9201","Physics of the Earth and Planetary Interiors",NA,"CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=750), last updated on Fri, 15 Apr 2016 13:02:13 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0031920112001732","74--86",NA,NA,"Dynamic origins of seismic wavespeed variation in","214","2013","Bower, D. J."," Gurnis, M."," Sun, D.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,"Bower, D. J. and  Wicks, J. K. and  Gurnis, M. and  Jackson, J. M.","Bower_etal2011",NA,"ARTICLE",NA,"10.1016/j.epsl.2010.12.035",NA,"0012821X","Earth and Planetary Science Letters","3-4","CitcomS",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=672), last updated on Fri, 15 Apr 2016 12:57:32 -0700","http://linkinghub.elsevier.com/retrieve/pii/S0012821X10008083","193--202",NA,NA,"A geodynamic and mineral physics model of a solid-state ultralow-velocity zone","303","2011","Bower, D. J."," Wicks, J. K."," Gurnis, M."," Jackson, J. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,"Bozdag, E. and  Trampert, J.","Bozdag+Trampert2010",NA,"ARTICLE",NA,"10.1111/j.1365-246X.2009.04468.x",NA,"0956540X","Geophysical Journal International","3","SPECFEM3D GLOBE",NA,"exported from refbase (https://geodynamics.org/cig/refbase/show.php?record=1010), last updated on Fri, 15 Apr 2016 13:17:30 -0700","http://gji.oxfordjournals.org/cgi/doi/10.1111/j.1365-246X.2009.04468.x","1187--1199",NA,NA,"Assessment of tomographic mantle models using spectral element seismograms","180","2010","Bozdag, E."," Trampert, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
